x_pos,y_pos,x_vel,y_vel,angle,angular_vel,action,next_x_pos,next_y_pos,next_x_vel,next_y_vel,next_angle,next_angular_vel,reward,done
-0.07818232,-0.00012444497,-0.013241395,0.028007908,0.0073020468,-0.012232067,0,-0.07832088,-9.4332696e-05,-0.013241397,0.0013412121,0.0066904477,-0.012232067,-8.185580035516516,False
-0.07832088,-9.4332696e-05,-0.013241397,0.0013412121,0.0066904477,-0.012232067,0,-0.07847567,-0.00055556535,-0.011839041,-0.020487444,0.0031001065,-0.07180673,-0.6919369719021091,False
-0.07847567,-0.00055556535,-0.011839041,-0.020487444,0.0031001065,-0.07180673,0,-0.07850666,-0.0005623603,-0.003174279,-0.00030562718,0.0031494647,0.0009616537,12.039281013544327,False
-0.07850666,-0.0005623603,-0.003174279,-0.00030562718,0.0031494647,0.0009616537,2,-0.07860289,-0.00017690897,-0.009378954,0.017131438,0.002906882,-0.004851451,-1.9193638833125697,False
-0.07860289,-0.00017690897,-0.009378954,0.017131438,0.002906882,-0.004851451,0,-0.07868252,-0.0003450656,-0.009284845,-0.007478352,0.004213636,0.026135553,-9.377817482190805,False
-0.07868252,-0.0003450656,-0.009284845,-0.007478352,0.004213636,0.026135553,3,-0.07868586,-0.0003501439,-0.0003368195,-0.00022653681,0.004219916,0.00012301693,11.120644592776017,False
-0.07868586,-0.0003501439,-0.0003368195,-0.00022653681,0.004219916,0.00012301693,0,-0.07868566,-0.00034907102,1.950817e-05,4.8108162e-05,0.0042193546,-1.0996056e-05,0.03547581950512502,False
-0.07868566,-0.00034907102,1.950817e-05,4.8108162e-05,0.0042193546,-1.0996056e-05,0,-0.07868443,-0.0003489995,0.0001234209,2.3245984e-06,0.004217504,-3.6187826e-05,-0.006843913267895019,False
-0.07868443,-0.0003489995,0.0001234209,2.3245984e-06,0.004217504,-3.6187826e-05,0,-0.07868366,-0.0003489995,7.4646065e-05,-2.51067e-07,0.004216395,-2.1695016e-05,0.005066844625996936,False
-0.07868366,-0.0003489995,7.4646065e-05,-2.51067e-07,0.004216395,-2.1695016e-05,1,-0.07872305,-0.0003467822,-0.0039813602,9.2873284e-05,0.0042437487,0.00053101184,-0.42745270830063187,False
-0.07872305,-0.0003467822,-0.0039813602,9.2873284e-05,0.0042437487,0.00053101184,0,-0.07871695,-0.0003467822,0.0006180698,-1.2229036e-06,0.0042345054,-0.000179837,0.3379718994023424,False
-0.07871695,-0.0003467822,0.0006180698,-1.2229036e-06,0.0042345054,-0.000179837,0,-0.07870026,-0.0003467822,0.0017142212,5.2957256e-07,0.004208846,-0.0004992684,-0.10538018427220841,False
-0.07870026,-0.0003467822,0.0017142212,5.2957256e-07,0.004208846,-0.0004992684,0,-0.0786911,-0.0003467822,0.0009228323,6.51862e-07,0.004195038,-0.0002688156,0.08143517609527429,False
-0.0786911,-0.0003467822,0.0009228323,6.51862e-07,0.004195038,-0.0002688156,0,-0.078690626,-0.0003467822,4.318319e-05,3.2692704e-08,0.0041943686,-1.2573194e-05,0.08807957471079142,False
-0.078690626,-0.0003467822,4.318319e-05,3.2692704e-08,0.0041943686,-1.2573194e-05,0,-0.07869339,-0.0003467822,-0.0002746519,-1.9177929e-07,0.0041984865,8.000434e-05,-0.0238352229721972,False
-0.07869339,-0.0003467822,-0.0002746519,-1.9177929e-07,0.0041984865,8.000434e-05,0,-0.0786953,-0.0003467822,-0.00019455093,-1.3744284e-07,0.004201393,5.668463e-05,0.007528698970494574,False
-0.0786953,-0.0003467822,-0.00019455093,-1.3744284e-07,0.004201393,5.668463e-05,0,-0.07869568,-0.0003467822,-3.7583617e-05,-2.7969948e-08,0.004201953,1.0957467e-05,0.01560261629576054,False
-0.07869568,-0.0003467822,-3.7583617e-05,-2.7969948e-08,0.004201953,1.0957467e-05,0,-0.0786953,-0.0003467822,3.9198738e-05,2.6918368e-08,0.00420136,-1.1410384e-05,-6.408659749190804e-05,False
-0.0786953,-0.0003467822,3.9198738e-05,2.6918368e-08,0.00420136,-1.1410384e-05,0,-0.07869492,-0.0003467822,3.8082762e-05,2.6550705e-08,0.004200799,-1.1096437e-05,0.00020585625986058176,False
-0.07869492,-0.0003467822,3.8082762e-05,2.6550705e-08,0.004200799,-1.1096437e-05,0,-0.07869482,-0.0003467822,1.2140194e-05,9.121658e-09,0.004200612,-3.540255e-06,0.0026224672720172038,False
-0.07869482,-0.0003467822,1.2140194e-05,9.121658e-09,0.004200612,-3.540255e-06,0,-0.07869482,-0.0003467822,-4.533929e-06,-3.6589598e-09,0.004200674,1.3496176e-06,0.0007544333624984745,False
-0.07869482,-0.0003467822,-4.533929e-06,-3.6589598e-09,0.004200674,1.3496176e-06,0,-0.07869492,-0.0003467822,-6.965269e-06,-3.9752566e-09,0.004200781,2.0369423e-06,-0.00026338084406418716,False
-0.07869492,-0.0003467822,-6.965269e-06,-3.9752566e-09,0.004200781,2.0369423e-06,0,-0.07869492,-0.0003467822,-3.0907554e-06,-3.0696432e-09,0.0042008283,9.395323e-07,0.00038274814608030283,False
-0.07869492,-0.0003467822,-3.0907554e-06,-3.0696432e-09,0.0042008283,9.395323e-07,0,-0.07869492,-0.0003467822,2.592422e-07,4.10925e-10,0.0042008352,-6.360168e-08,0.00028245295588291697,False
-0.07869492,-0.0003467822,2.592422e-07,4.10925e-10,0.0042008352,-6.360168e-08,0,-0.07869492,-0.0003467822,1.1930589e-06,6.706555e-10,0.0042008143,-3.13517e-07,-9.128617640996595e-05,False
-0.07869492,-0.0003467822,1.1930589e-06,6.706555e-10,0.0042008143,-3.13517e-07,3,-0.0786458,-0.0003459239,0.004912665,3.8164646e-05,0.004200063,-1.5136805e-05,-0.5161751654177731,False
-0.0786458,-0.0003459239,0.004912665,3.8164646e-05,0.004200063,-1.5136805e-05,0,-0.07864847,-0.00034599542,-0.00027264314,-3.3610027e-06,0.0042041745,7.980412e-05,0.4633367591961086,False
-0.07864847,-0.00034599542,-0.00027264314,-3.3610027e-06,0.0042041745,7.980412e-05,2,-0.07870617,0.00032566546,-0.0055280253,0.029853964,0.0039726174,-0.0046312907,-3.2914848550032607,False
-0.07870617,0.00032566546,-0.0055280253,0.029853964,0.0039726174,-0.0046312907,0,-0.078763865,0.00039740562,-0.005528026,0.0031872941,0.0037410562,-0.0046312707,-17.584606417632454,False
-0.078763865,0.00039740562,-0.005528026,0.0031872941,0.0037410562,-0.0046312707,0,-0.078821465,-0.00013091802,-0.0055280253,-0.023479374,0.0035094935,-0.0046312683,-1.756544810841877,False
-0.078821465,-0.00013091802,-0.0055280253,-0.023479374,0.0035094935,-0.0046312683,0,-0.078841016,-0.0010026717,-0.008825587,-0.038777526,0.010292928,0.1356688,7.7542931937153945,False
-0.078841016,-0.0010026717,-0.008825587,-0.038777526,0.010292928,0.1356688,0,-0.07887926,-0.0013180994,-0.0063658096,-0.014055373,0.012744191,0.04895509,12.184529024906874,False
-0.07887926,-0.0013180994,-0.0063658096,-0.014055373,0.012744191,0.04895509,0,-0.0788949,-0.0011816644,-0.000611166,0.0060797506,0.0117449155,-0.020054247,1.0305152083648412,False
-0.0788949,-0.0011816644,-0.000611166,0.0060797506,0.0117449155,-0.020054247,1,-0.07903166,-0.0007235789,-0.010041054,0.020386618,0.008152795,-0.07185385,-1.3453957545484456,False
-0.07903166,-0.0007235789,-0.010041054,0.020386618,0.008152795,-0.07185385,0,-0.07911797,-0.000716784,-0.008655685,0.00029647103,0.0081476765,-0.0001379007,1.3983365340960212,False
-0.07911797,-0.000716784,-0.008655685,0.00029647103,0.0081476765,-0.0001379007,0,-0.07915135,-0.0007179284,-0.0033930962,-6.210418e-05,0.008175703,0.00051482755,0.5205682700762395,False
-0.07915135,-0.0007179284,-0.0033930962,-6.210418e-05,0.008175703,0.00051482755,0,-0.07914505,-0.0007177854,0.00061357446,-1.1927973e-06,0.00816779,-0.00017965827,0.27942966016848736,False
-0.07914505,-0.0007177854,0.00061357446,-1.1927973e-06,0.00816779,-0.00017965827,0,-0.079135515,-0.00062891486,0.0017721513,0.0039634355,0.0073439754,-0.01649069,-0.2893899978042729,False
-0.079135515,-0.00062891486,0.0017721513,0.0039634355,0.0073439754,-0.01649069,0,-0.07912417,-0.00062748435,0.0011389374,5.858616e-05,0.007329273,-0.00030664256,0.322720173606557,False
-0.07912417,-0.00062748435,0.0011389374,5.858616e-05,0.007329273,-0.00030664256,0,-0.079123214,-0.000627985,8.558745e-05,-2.6163903e-05,0.0073288577,-2.2090588e-05,0.10523110594116325,False
-0.079123214,-0.000627985,8.558745e-05,-2.6163903e-05,0.0073288577,-2.2090588e-05,0,-0.07912626,-0.00062791345,-0.00031689234,-1.5320667e-06,0.0073342295,9.2908405e-05,-0.023582172130833357,False
-0.07912626,-0.00062791345,-0.00031689234,-1.5320667e-06,0.0073342295,9.2908405e-05,0,-0.07912846,-0.000627842,-0.0002348073,-3.884844e-07,0.0073382636,6.870852e-05,0.007586156954708656,False
-0.07912846,-0.000627842,-0.0002348073,-3.884844e-07,0.0073382636,6.870852e-05,0,-0.07912884,-0.00062777044,-4.975682e-05,-1.1027172e-07,0.0073394193,1.4545934e-05,0.018351402116728366,False
-0.07912884,-0.00062777044,-4.975682e-05,-1.1027172e-07,0.0073394193,1.4545934e-05,0,-0.079128265,-0.00062777044,4.4312295e-05,1.0078746e-07,0.0073390733,-1.2955346e-05,0.0006362706815910002,False
-0.079128265,-0.00062777044,4.4312295e-05,1.0078746e-07,0.0073390733,-1.2955346e-05,0,-0.079137325,-0.00054258347,-0.00012999777,0.0037876337,0.006569144,-0.01540609,-0.29840518102519553,False
-0.079137325,-0.00054258347,-0.00012999777,0.0037876337,0.006569144,-0.01540609,0,-0.07913713,-0.0005410814,2.0166897e-05,6.549329e-05,0.006569014,-7.5235926e-06,0.372166701067572,False
-0.07913713,-0.0005410814,2.0166897e-05,6.549329e-05,0.006569014,-7.5235926e-06,0,-0.079137325,-0.00054165366,-2.2011776e-05,-2.5160294e-05,0.0065696803,9.2849605e-06,0.003423699816831771,False
-0.079137325,-0.00054165366,-2.2011776e-05,-2.5160294e-05,0.0065696803,9.2849605e-06,0,-0.07913752,-0.00054165366,-2.0953004e-05,-8.4634667e-07,0.0065701655,6.229796e-06,0.001178386696686573,False
-0.07913752,-0.00054165366,-2.0953004e-05,-8.4634667e-07,0.0065701655,6.229796e-06,0,-0.07913761,-0.00054165366,-6.458383e-06,1.4982177e-07,0.006570412,1.8791623e-06,0.0014168269968983793,False
-0.07913761,-0.00054165366,-6.458383e-06,1.4982177e-07,0.006570412,1.8791623e-06,0,-0.07913761,-0.00054165366,2.667353e-06,1.2905101e-08,0.006570485,-8.101134e-07,0.000371962735979281,False
-0.07913761,-0.00054165366,2.667353e-06,1.2905101e-08,0.006570485,-8.101134e-07,0,-0.07913761,-0.00054165366,3.8905346e-06,7.2125537e-09,0.0065705176,-1.1468844e-06,-0.00012557531826473678,False
-0.07913761,-0.00054165366,3.8905346e-06,7.2125537e-09,0.0065705176,-1.1468844e-06,0,-0.07913761,-0.00054165366,1.7049018e-06,3.6223584e-09,0.006570573,-5.2596766e-07,0.00021302218735996803,False
-0.07913761,-0.00054165366,1.7049018e-06,3.6223584e-09,0.006570573,-5.2596766e-07,0,-0.07913761,-0.00054165366,-1.385312e-07,-7.802449e-10,0.006570652,7.290306e-08,0.00014872098656049104,False
-0.07913761,-0.00054165366,-1.385312e-07,-7.802449e-10,0.006570652,7.290306e-08,0,-0.07913761,-0.00054165366,-6.3719256e-07,-7.9113965e-10,0.006570714,2.0989413e-07,-5.6059261542174e-05,False
-0.07913761,-0.00054165366,-6.3719256e-07,-7.9113965e-10,0.006570714,2.0989413e-07,0,-0.07913761,-0.00054165366,-3.6260457e-07,-1.19053e-09,0.00657076,7.403651e-08,2.2848609306791445e-05,False
-0.07913761,-0.00054165366,-3.6260457e-07,-1.19053e-09,0.00657076,7.403651e-08,0,-0.07913761,-0.00054165366,-2.8574329e-08,-2.7846483e-09,0.006570795,2.0893788e-08,2.9897221974550803e-05,False
-0.07913761,-0.00054165366,-2.8574329e-08,-2.7846483e-09,0.006570795,2.0893788e-08,0,-0.07913761,-0.00054165366,1.1623639e-07,3.7438727e-10,0.006570825,-8.847444e-08,-1.1732962185817541e-05,False
-0.07913761,-0.00054165366,1.1623639e-07,3.7438727e-10,0.006570825,-8.847444e-08,0,-0.07913761,-0.00054165366,1.0246953e-07,3.377677e-10,0.006570846,-8.0110695e-08,-7.187849551115733e-07,False
-0.07913761,-0.00054165366,1.0246953e-07,3.377677e-10,0.006570846,-8.0110695e-08,1,-0.07919617,-0.00053771975,-0.0059083225,0.00016664785,0.006612406,0.000806644,-0.631065766690077,False
-0.07919617,-0.00053771975,-0.0059083225,0.00016664785,0.006612406,0.000806644,3,-0.07917003,-0.00053750514,0.0026672413,8.002522e-06,0.0065722885,-0.00078173104,0.3009668261621201,False
-0.07917003,-0.00053750514,0.0026672413,8.002522e-06,0.0065722885,-0.00078173104,0,-0.07916327,-0.0005374336,0.0006897993,3.3280037e-06,0.0065619345,-0.00020227858,0.1994571391462081,False
-0.07916327,-0.0005374336,0.0006897993,3.3280037e-06,0.0065619345,-0.00020227858,0,-0.079167366,-0.0005374336,-0.00042113772,-8.909161e-07,0.0065682745,0.00012336513,0.02582280055644226,False
-0.079167366,-0.0005374336,-0.00042113772,-8.909161e-07,0.0065682745,0.00012336513,0,-0.07917233,-0.0005374336,-0.0005011164,-1.0846147e-06,0.006575838,0.00014679947,-0.009250158982574419,False
-0.07917233,-0.0005374336,-0.0005011164,-1.0846147e-06,0.006575838,0.00014679947,0,-0.079174235,-0.0005374336,-0.00019007108,-4.0707965e-07,0.006578721,5.567533e-05,0.03062558145574279,False
-0.079174235,-0.0005374336,-0.00019007108,-4.0707965e-07,0.006578721,5.567533e-05,3,-0.07914229,-0.0005358601,0.0032333918,6.222546e-05,0.0065541184,-0.00047960374,-0.32873582071850893,False
-0.07914229,-0.0005358601,0.0032333918,6.222546e-05,0.0065541184,-0.00047960374,0,-0.07914867,-0.0005358601,-0.0006474878,-9.969665e-07,0.0065638786,0.00018963247,0.25703521724387457,False
-0.07914867,-0.0005358601,-0.0006474878,-9.969665e-07,0.0065638786,0.00018963247,0,-0.07916298,-0.0005359316,-0.0014822141,-3.5678431e-06,0.006586206,0.00043435133,-0.08713626344973058,False
-0.07916298,-0.0005359316,-0.0014822141,-3.5678431e-06,0.006586206,0.00043435133,0,-0.07917042,-0.0005360031,-0.0007578622,-1.6337876e-06,0.006597617,0.0002220504,0.07055044946528888,False
-0.07917042,-0.0005360031,-0.0007578622,-1.6337876e-06,0.006597617,0.0002220504,0,-0.07917051,-0.0005360031,-1.0974276e-05,-2.2569852e-08,0.006597797,3.2305984e-06,0.07466145132406865,False
-0.07917051,-0.0005360031,-1.0974276e-05,-2.2569852e-08,0.006597797,3.2305984e-06,0,-0.07916822,-0.0005360031,0.00024071329,5.1649585e-07,0.006594198,-7.0513604e-05,-0.02238516810548319,False
-0.07916822,-0.0005360031,0.00024071329,5.1649585e-07,0.006594198,-7.0513604e-05,0,-0.079166606,-0.0005360031,0.00016107087,3.4588894e-07,0.0065917713,-4.7184214e-05,0.008369036373721883,False
-0.079166606,-0.0005360031,0.00016107087,3.4588894e-07,0.0065917713,-4.7184214e-05,0,-0.079166315,-0.0005360031,2.6640893e-05,5.6352963e-08,0.006591382,-7.809609e-06,0.013510568496851505,False
-0.079166315,-0.0005360031,2.6640893e-05,5.6352963e-08,0.006591382,-7.809609e-06,0,-0.079166695,-0.0005360031,-3.525209e-05,-7.296501e-08,0.006591916,1.0315279e-05,-0.0009526788090354898,False
-0.079166695,-0.0005360031,-3.525209e-05,-7.296501e-08,0.006591916,1.0315279e-05,0,-0.079166986,-0.0005360031,-3.1773754e-05,-6.931921e-08,0.0065923883,9.308978e-06,0.0002720059179530665,False
-0.079166986,-0.0005360031,-3.1773754e-05,-6.931921e-08,0.0065923883,9.308978e-06,0,-0.07916708,-0.0005360031,-9.253743e-06,-1.9232035e-08,0.006592531,2.7099206e-06,0.0022281743776364493,False
-0.07916708,-0.0005360031,-9.253743e-06,-1.9232035e-08,0.006592531,2.7099206e-06,0,-0.07916708,-0.0005360031,4.343733e-06,9.977964e-09,0.0065924805,-1.2825874e-06,0.0004960776071225581,False
-0.07916708,-0.0005360031,4.343733e-06,9.977964e-09,0.0065924805,-1.2825874e-06,0,-0.079166986,-0.0005360031,5.8729374e-06,1.3215906e-08,0.0065923827,-1.7410996e-06,-0.00013360536762263564,False
-0.079166986,-0.0005360031,5.8729374e-06,1.3215906e-08,0.0065923827,-1.7410996e-06,0,-0.079166986,-0.0005360031,2.4282779e-06,4.4587845e-09,0.006592353,-7.407749e-07,0.00034744724404589533,False
-0.079166986,-0.0005360031,2.4282779e-06,4.4587845e-09,0.006592353,-7.407749e-07,0,-0.079166986,-0.0005360031,-3.3587165e-07,-8.5566737e-10,0.006592359,5.2369437e-08,0.00020863556779104897,False
-0.079166986,-0.0005360031,-3.3587165e-07,-8.5566737e-10,0.006592359,5.2369437e-08,0,-0.079166986,-0.0005360031,-1.018537e-06,-1.9845947e-09,0.006592373,3.4003963e-07,-6.966359728366456e-05,False
-0.079166986,-0.0005360031,-1.018537e-06,-1.9845947e-09,0.006592373,3.4003963e-07,0,-0.079166986,-0.0005360031,-5.633698e-07,-1.2201362e-09,0.0065923864,2.1112048e-07,4.416636085124992e-05,False
-0.079166986,-0.0005360031,-5.633698e-07,-1.2201362e-09,0.0065923864,2.1112048e-07,0,-0.079166986,-0.0005360031,-5.3261004e-08,5.3820223e-11,0.006592386,9.623259e-08,5.105757091783403e-05,False
-0.079166986,-0.0005360031,-5.3261004e-08,5.3820223e-11,0.006592386,9.623259e-08,0,-0.079166986,-0.0005360031,1.4806398e-07,6.751908e-11,0.0065923785,-7.902914e-08,-8.735237841506205e-06,False
-0.079166986,-0.0005360031,1.4806398e-07,6.751908e-11,0.0065923785,-7.902914e-08,0,-0.079166986,-0.0005360031,1.2059573e-07,8.712687e-11,0.006592369,-7.11903e-08,3.6781450329925747e-06,False
-0.079166986,-0.0005360031,1.2059573e-07,8.712687e-11,0.006592369,-7.11903e-08,0,-0.079166986,-0.0005360031,4.947168e-08,6.93874e-10,0.0065923613,-9.642738e-08,7.903546213938739e-06,False
-0.079166986,-0.0005360031,4.947168e-08,6.93874e-10,0.0065923613,-9.642738e-08,0,-0.079166986,-0.0005360031,-3.3561212e-09,-1.6777839e-10,0.006592372,7.767956e-09,3.5406024032624828e-06,False
-0.079166986,-0.0005360031,-3.3561212e-09,-1.6777839e-10,0.006592372,7.767956e-09,0,-0.079166986,-0.0005360031,-4.0682252e-08,4.927296e-10,0.006592365,9.275283e-08,-3.034000446433538e-06,False
-0.079166986,-0.0005360031,-4.0682252e-08,4.927296e-10,0.006592365,9.275283e-08,1,-0.079192735,-0.00053578854,-0.002625451,5.237217e-06,0.0066226833,0.00059496413,-0.29814810286960625,False
-0.079192735,-0.00053578854,-0.002625451,5.237217e-06,0.0066226833,0.00059496413,0,-0.07918434,-0.00053578854,0.00085868716,-3.2049164e-07,0.006609785,-0.0002513624,0.17880595645722863,False
-0.07918434,-0.00053578854,0.00085868716,-3.2049164e-07,0.006609785,-0.0002513624,0,-0.079170324,-0.000535717,0.0014222191,2.921896e-06,0.0065883915,-0.00041661356,-0.05281222830585186,False
-0.079170324,-0.000535717,0.0014222191,2.921896e-06,0.0065883915,-0.00041661356,0,-0.07916393,-0.000535717,0.0006495488,1.3972302e-06,0.0065785986,-0.0001903063,0.07888541111027791,False
-0.07916393,-0.000535717,0.0006495488,1.3972302e-06,0.0065785986,-0.0001903063,0,-0.07916431,-0.000535717,-4.025413e-05,-8.383734e-08,0.0065792026,1.17870695e-05,0.06083106486851797,False
-0.07916431,-0.000535717,-4.025413e-05,-8.383734e-08,0.0065792026,1.17870695e-05,0,-0.079166695,-0.000535717,-0.00023879479,-5.0870375e-07,0.006582798,6.9945454e-05,-0.02045206126719279,False
-0.079166695,-0.000535717,-0.00023879479,-5.0870375e-07,0.006582798,6.9945454e-05,0,-0.07916804,-0.000535717,-0.0001430535,-3.0584818e-07,0.006584944,4.1886706e-05,0.00922601563497949,False
-0.07916804,-0.000535717,-0.0001430535,-3.0584818e-07,0.006584944,4.1886706e-05,0,-0.07916822,-0.000535717,-1.5476573e-05,-3.2923595e-08,0.006585182,4.5342e-06,0.012714853454193431,False
-0.07916822,-0.000535717,-1.5476573e-05,-3.2923595e-08,0.006585182,4.5342e-06,0,-0.07916794,-0.000535717,3.6664736e-05,7.762489e-08,0.0065846224,-1.0747512e-05,-0.0020342388458178817,False
-0.07916794,-0.000535717,3.6664736e-05,7.762489e-08,0.0065846224,-1.0747512e-05,0,-0.07916765,-0.000535717,2.904849e-05,6.107262e-08,0.006584184,-8.504905e-06,0.0008341012069301712,False
-0.07916765,-0.000535717,2.904849e-05,6.107262e-08,0.006584184,-8.504905e-06,0,-0.07916756,-0.000535717,7.0111737e-06,1.5048933e-08,0.0065840813,-2.0520406e-06,0.0022235174429461324,False
-0.07916756,-0.000535717,7.0111737e-06,1.5048933e-08,0.0065840813,-2.0520406e-06,0,-0.07916765,-0.000535717,-4.9171363e-06,-1.11344125e-08,0.0065841693,1.4639929e-06,0.00019106660125345343,False
-0.07916765,-0.000535717,-4.9171363e-06,-1.11344125e-08,0.0065841693,1.4639929e-06,0,-0.079167746,-0.000535717,-5.512383e-06,-1.1974821e-08,0.0065842667,1.6290593e-06,-7.879356776108182e-05,False
-0.079167746,-0.000535717,-5.512383e-06,-1.1974821e-08,0.0065842667,1.6290593e-06,0,-0.079167746,-0.000535717,-2.0055418e-06,-4.39723e-09,0.006584292,5.9696777e-07,0.00034817036073953034,False
-0.079167746,-0.000535717,-2.0055418e-06,-4.39723e-09,0.006584292,5.9696777e-07,0,-0.079167746,-0.000535717,4.956405e-07,1.523013e-09,0.0065842737,-2.2576333e-07,0.00015280646288573507,False
-0.079167746,-0.000535717,4.956405e-07,1.523013e-09,0.0065842737,-2.2576333e-07,3,-0.07913723,-0.0005346441,0.0030776162,4.366579e-05,0.0065599415,-0.00047408053,-0.3322573946929921,False
-0.07913723,-0.0005346441,0.0030776162,4.366579e-05,0.0065599415,-0.00047408053,0,-0.07914543,-0.0005346441,-0.0008281757,-5.0333984e-08,0.006572405,0.00024246653,0.22290853733712623,False
-0.07914543,-0.0005346441,-0.0008281757,-5.0333984e-08,0.006572405,0.00024246653,0,-0.07916041,-0.00053471565,-0.0015495082,-3.5501043e-06,0.0065957317,0.00045405157,-0.07596362541359802,False
-0.07916041,-0.00053471565,-0.0015495082,-3.5501043e-06,0.0065957317,0.00045405157,0,-0.079167746,-0.0005347872,-0.00074279413,-1.5940126e-06,0.0066069253,0.0002176611,0.0788179264762583,False
-0.079167746,-0.0005347872,-0.00074279413,-1.5940126e-06,0.0066069253,0.0002176611,3,-0.079124644,-0.00053271296,0.004355917,8.694674e-05,0.0065738996,-0.00064330315,-0.383784421291115,False
-0.079124644,-0.00053271296,0.004355917,8.694674e-05,0.0065738996,-0.00064330315,0,-0.07912979,-0.0005326414,-0.0005277931,2.8841896e-06,0.0065818313,0.00015423083,0.3815902986088151,False
-0.07912979,-0.0005326414,-0.0005277931,2.8841896e-06,0.0065818313,0.00015423083,0,-0.079147056,-0.00053271296,-0.0017714289,-4.276873e-06,0.006608527,0.0005192529,-0.12875905066737658,False
-0.079147056,-0.00053271296,-0.0017714289,-4.276873e-06,0.006608527,0.0005192529,0,-0.07915668,-0.00053271296,-0.0009862266,-2.138059e-06,0.006623382,0.00028903104,0.0760718052687217,False
-0.07915668,-0.00053271296,-0.0009862266,-2.138059e-06,0.006623382,0.00028903104,0,-0.07915735,-0.00053271296,-6.576793e-05,-1.3375634e-07,0.0066244043,1.926525e-05,0.09187712181874375,False
-0.07915735,-0.00053271296,-6.576793e-05,-1.3375634e-07,0.0066244043,1.926525e-05,1,-0.07922077,-0.0005322838,-0.006340999,2.020162e-05,0.0066239797,-8.751252e-06,-0.663825361145016,False
-0.07922077,-0.0005322838,-0.006340999,2.020162e-05,0.0066239797,-8.751252e-06,0,-0.07922764,-0.00053235533,-0.0006895082,-4.7061258e-06,0.0066241026,2.200423e-06,0.564451735341235,False
-0.07922764,-0.00053235533,-0.0006895082,-4.7061258e-06,0.0066241026,2.200423e-06,0,-0.07921181,-0.0005322838,0.0016261039,3.2119517e-06,0.0065996293,-0.00047652825,-0.08962784234774901,False
-0.07921181,-0.0005322838,0.0016261039,3.2119517e-06,0.0065996293,-0.00047652825,1,-0.07925892,-0.0005317831,-0.0047128703,2.1918584e-05,0.0065992074,-8.349859e-06,-0.3433499409602063,False
-0.07925892,-0.0005317831,-0.0047128703,2.1918584e-05,0.0065992074,-8.349859e-06,0,-0.0792553,-0.0005317831,0.00037463984,1.3170787e-06,0.0065935547,-0.00010986578,0.43475556925155523,False
-0.0792553,-0.0005317831,0.00037463984,1.3170787e-06,0.0065935547,-0.00010986578,0,-0.079237744,-0.00053171156,0.0017895745,3.599909e-06,0.006566607,-0.0005244572,-0.1370440456788824,False
-0.079237744,-0.00053171156,0.0017895745,3.599909e-06,0.006566607,-0.0005244572,0,-0.07922745,-0.0005316401,0.0010482164,2.2060544e-06,0.0065508285,-0.00030717484,0.07674377984921854,False
-0.07922745,-0.0005316401,0.0010482164,2.2060544e-06,0.0065508285,-0.00030717484,1,-0.07927408,-0.0005300665,-0.0046704547,6.953076e-05,0.00656295,0.00024161584,-0.3981498083258159,False
-0.07927408,-0.0005300665,-0.0046704547,6.953076e-05,0.00656295,0.00024161584,0,-0.07927046,-0.00053013803,0.00036365955,-2.0386146e-06,0.006557503,-0.000106264255,0.43163775366831736,False
-0.07927046,-0.00053013803,0.00036365955,-2.0386146e-06,0.006557503,-0.000106264255,0,-0.0792532,-0.0005300665,0.0017696044,3.1467137e-06,0.0065308474,-0.0005185993,-0.13620248944917357,False
-0.0792532,-0.0005300665,0.0017696044,3.1467137e-06,0.0065308474,-0.0005185993,0,-0.07924299,-0.0005299234,0.0010387723,2.1843118e-06,0.006515215,-0.00030445852,0.07566699016266121,False
-0.07924299,-0.0005299234,0.0010387723,2.1843118e-06,0.006515215,-0.00030445852,1,-0.079288006,-0.00052827835,-0.004533683,7.320933e-05,0.006540433,0.00050204253,-0.38657189793893454,False
-0.079288006,-0.00052827835,-0.004533683,7.320933e-05,0.006540433,0.00050204253,2,-0.07917853,-0.00046937703,0.010494525,0.0026154735,0.006998667,0.009164507,-0.9629642436957486,False
-0.07917853,-0.00046937703,0.010494525,0.0026154735,0.006998667,0.009164507,3,-0.07901831,-0.00047309638,0.01602625,-0.00016373933,0.0069966507,-3.91888e-05,-0.5349344283222084,False
-0.07901831,-0.00047309638,0.01602625,-0.00016373933,0.0069966507,-3.91888e-05,0,-0.078914925,-0.00047352552,0.010338587,-1.9491426e-05,0.0069964123,-4.6825344e-06,0.5792093306909134,False
-0.078914925,-0.00047352552,0.010338587,-1.9491426e-05,0.0069964123,-4.6825344e-06,0,-0.078868195,-0.00047352552,0.0046773725,8.4195665e-07,0.006996427,2.1811738e-07,0.5707946739519532,False
-0.078868195,-0.00047352552,0.0046773725,8.4195665e-07,0.006996427,2.1811738e-07,0,-0.07887135,-0.00047352552,-0.00032275927,-5.9035625e-07,0.0070012896,9.449233e-05,0.43466031901059843,False
-0.07887135,-0.00047352552,-0.00032275927,-5.9035625e-07,0.0070012896,9.449233e-05,0,-0.07888832,-0.00047359706,-0.0017458793,-4.0008313e-06,0.007027543,0.00051112194,-0.14663530979593098,False
-0.07888832,-0.00047359706,-0.0017458793,-4.0008313e-06,0.007027543,0.00051112194,0,-0.07889862,-0.00047359706,-0.0010377326,-2.4226513e-06,0.007043147,0.00030382242,0.06822450877818476,False
